survey,station,latitude,longitude,collection_type,date,time_pst,tidal_stage,depth_m,lab,taxon_original,units_per_ml,cells_per_ml,biovolume_cubic_um_per_ml,gald_um,quality_check,debris
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,cf. Thalassiosira sp.,18.4,18.4,1676.7,5.6,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Chlorella sp.,128.8,128.8,23130.2,9.3,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Chlorococcum minutum,128.8,128.8,18519.3,7.4,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Cryptomonas marssonii,36.8,36.8,13758.4,14.8,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Plagioselmis nannoplanctica,55.2,55.2,19310.3,10.2,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Chroococcus sp.,1674.3,1711.1,87205.4,5.6,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Eucapsis microscopica,4342.1,8684.2,1563.2,0.8,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Euglena viridis,55.2,55.2,115346.7,46.3,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Trachelomonas volvocina,18.4,18.4,13175.2,11.1,BadData,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-10,08:35:00,variable,0,BSA,Peridinium sp.,18.4,18.4,21164.9,13,BadData,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-10,09:10:00,variable,0,BSA,Actinocyclus sp.,63.9,63.9,3513936.3,51.9,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-10,09:10:00,variable,0,BSA,Cyclotella cf. atomus,63.9,63.9,7225.2,6,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-10,09:10:00,variable,0,BSA,Gyrosigma sp.,255.5,255.5,855988.6,146.3,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-10,09:10:00,variable,0,BSA,cf. Thalassiosira sp.,63.9,63.9,1923.3,3.7,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-10,09:10:00,variable,0,BSA,Chroococcus sp.,447.2,447.2,21336.8,6,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-10,09:10:00,variable,0,BSA,Eucapsis microscopica,25298.3,50596.6,9107.4,0.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-09-10,09:22:00,variable,0,BSA,Eucapsis microscopica,46341.9,92683.8,16683.1,0.8,PoorlyPreserved,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-09-10,09:22:00,variable,0,BSA,Eucapsis sp.,115,115,481.7,2,PoorlyPreserved,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Actinocyclus sp.,69.7,69.7,142368.8,17,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Cocconeis placentula,69.7,69.7,63187.4,22.2,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Cyclotella meneghiniana,69.7,69.7,100845.9,14,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Cyclotella sp.,69.7,69.7,14986.8,7.4,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Encyonema cf. lange-bertalotii,69.7,69.7,67194,27.8,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Entomoneis cf. paludosa,139.4,139.4,844511.2,42.6,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,cf. Lindavia sp.,69.7,69.7,49905.9,11.1,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Navicula sp.,69.7,69.7,15286.5,20.4,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,cf. Thalassiosira sp.,1045.4,1045.4,144188.2,5.6,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Chroococcus sp.,69.7,69.7,2335.4,4,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-15,15:43:00,variable,0,BSA,Eucapsis microscopica,26692.2,53384.3,9609.2,0.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-16,09:20:00,variable,0,BSA,Cyclotella cf. atomus,104.5,104.5,13686.6,6.3,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-16,09:20:00,variable,0,BSA,cf. Cyclotella sp.,209.1,209.1,218985.8,14,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-16,09:20:00,variable,0,BSA,Nitzschia cf. acicularis,104.5,104.5,52264,111.1,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-16,09:20:00,variable,0,BSA,cf. Thalassiosira sp.,209.1,209.1,12303.3,4.5,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-16,09:20:00,variable,0,BSA,Eucapsis microscopica,41501.8,83003.5,14940.6,0.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-16,09:20:00,variable,0,BSA,Eucapsis sp.,104.5,209.1,875.8,2,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-16,14:23:00,variable,0,BSA,Cocconeis placentula,153.3,153.3,68169.5,17,PoorlyPreserved,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-16,14:23:00,variable,0,BSA,Entomoneis paludosa,153.3,153.3,1078236.8,37,PoorlyPreserved,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-16,14:23:00,variable,0,BSA,Cryptomonas marssonii,460,460,126491.8,12,PoorlyPreserved,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-16,14:23:00,variable,0,BSA,Plagioselmis nannoplanctica,306.6,306.6,114879.9,10.2,PoorlyPreserved,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-16,14:23:00,variable,0,BSA,Chroococcus sp.,1226.6,1533.2,148672.4,6,PoorlyPreserved,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-16,14:23:00,variable,0,BSA,Eucapsis microscopica,62095.8,124191.7,22354.5,0.8,PoorlyPreserved,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-16,14:23:00,variable,0,BSA,Microcystis sp.,153.3,1073.3,98688.8,5.6,PoorlyPreserved,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Actinocyclus sp.,287.5,71.9,480943.8,27.8,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Cocconeis placentula,71.9,71.9,29134.9,18.5,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Cyclotella meneghiniana,71.9,71.9,174740.8,16.7,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Cyclotella sp.,575,575,247386.3,14.8,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Gomphonema affinopsis,71.9,71.9,69927.3,27.8,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Nitzschia liebetruthii,71.9,71.9,3881,12,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Nitzschia palea,71.9,71.9,6630,22,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Nitzschia sociabilis,71.9,71.9,10187.6,31.5,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Nitzschia sp.,143.7,143.7,6540.8,16.7,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,cf. Stauroforma sp.,71.9,71.9,17611.4,19.5,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,cf. Thalassiosira sp.,718.7,718.7,66408.9,5.6,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Chlorella sp.,71.9,71.9,30268.9,9.3,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Chroococcus sp.,71.9,71.9,6608.6,5.6,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Eucapsis microscopica,26735.7,53471.4,9624.9,0.8,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-09-23,06:40:00,variable,0,BSA,Lepocinclis acus,71.9,71.9,2350764.6,122.2,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,Cocconeis placentula,170.4,170.4,86882.7,19.5,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,cf. Cyclotella sp.,170.4,170.4,982532.1,22.2,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,Cyclotella sp.,170.4,170.4,246512.2,14,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,Navicula goersii,170.4,170.4,18020.1,13,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,Nitzschia fonticola,170.4,170.4,32417.8,27.8,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,Chroococcus sp.,3747.9,4429.3,256484,5.6,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,Eucapsis microscopica,64395.7,128791.4,23182.5,0.8,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-09-23,07:01:00,variable,0,BSA,Pseudanabaena sp.,170.4,511.1,5940.7,3.7,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-23,07:37:00,variable,0,BSA,Cyclotella sp.,127.8,127.8,38713.3,8.3,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-23,07:37:00,variable,0,BSA,cf. Cymbella sp.,127.8,127.8,233000.1,44.4,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-23,07:37:00,variable,0,BSA,Gyrosigma sp.,127.8,127.8,460029.3,131.5,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-23,07:37:00,variable,0,BSA,cf. Thalassiosira sp.,127.8,127.8,17623,5.6,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-23,07:37:00,variable,0,BSA,Plagioselmis nannoplanctica,127.8,127.8,39924.5,9.3,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-23,07:37:00,variable,0,BSA,Chroococcus sp.,766.6,766.6,34192.7,5.6,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-09-23,07:37:00,variable,0,BSA,Eucapsis microscopica,50341.1,100682.2,18122.8,0.8,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-23,08:48:00,variable,0,BSA,cf. Cyclotella sp.,66.7,66.7,99539.9,14,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-23,08:48:00,variable,0,BSA,Gyrosigma sp.,133.3,133.3,375554.6,138.9,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-23,08:48:00,variable,0,BSA,Nitzschia palea,66.7,66.7,7499.5,25,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-23,08:48:00,variable,0,BSA,cf. Thalassiosira sp.,133.3,133.3,8977.1,5.6,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-23,08:48:00,variable,0,BSA,Chroococcus sp.,200,200,4489.6,3.7,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-09-23,08:48:00,variable,0,BSA,Eucapsis microscopica,26064.9,52129.8,9383.4,0.8,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-23,11:08:00,variable,0,BSA,Entomoneis paludosa,143.7,143.7,1029309.6,37,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-23,11:08:00,variable,0,BSA,cf. Thalassiosira sp.,143.7,143.7,10287.4,4.5,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-23,11:08:00,variable,0,BSA,cf. Tryblionella sp.,143.7,143.7,791833.9,50,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-09-23,11:08:00,variable,0,BSA,Eucapsis microscopica,60227.2,120454.4,21681.8,0.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-09-23,11:26:00,variable,0,BSA,Actinocyclus sp.,139.4,139.4,4231586.1,42.6,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-09-23,11:26:00,variable,0,BSA,Cyclotella sp.,278.8,278.8,82957,10.2,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-09-23,11:26:00,variable,0,BSA,Navicula rostellata,139.4,139.4,323957.1,37,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-09-23,11:26:00,variable,0,BSA,Plagioselmis nannoplanctica,139.4,139.4,61503.3,10.2,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-09-23,11:26:00,variable,0,BSA,Eucapsis microscopica,56172,112344,20221.9,0.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-23,12:00:00,variable,0,BSA,cf. Cyclotella sp.,105.7,105.7,122105.4,13,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-23,12:00:00,variable,0,BSA,Eucapsis microscopica,42190.3,84380.6,15188.5,0.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-09-23,12:00:00,variable,0,BSA,Peridinium sp.,105.7,105.7,138479.7,14.8,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-07,10:30:00,variable,0,BSA,Nitzschia cf. acicularis,245.3,245.3,69526.7,74.1,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-07,10:30:00,variable,0,BSA,Thalassiosira sp.,122.7,122.7,7803.2,4.5,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-07,10:30:00,variable,0,BSA,Chroococcus sp.,2821.1,3066.5,127656,4.5,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-07,10:30:00,variable,0,BSA,Eucapsis microscopica,47223.5,94447,17000.5,0.8,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-07,10:57:00,variable,0,BSA,Chaetoceros muelleri,958.3,958.3,538907.7,14,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-07,10:57:00,variable,0,BSA,Cocconeis placentula,63.9,63.9,26100.9,17,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-07,10:57:00,variable,0,BSA,Navicula subrostellata,63.9,63.9,41301.8,27.8,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-07,10:57:00,variable,0,BSA,cf. Thalassiosira sp.,63.9,63.9,4572.2,4.5,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-07,10:57:00,variable,0,BSA,Schroederia sp.,63.9,63.9,12389.8,92.6,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-07,10:57:00,variable,0,BSA,Plagioselmis nannoplanctica,63.9,63.9,16015.3,8.3,Good,NA
SMSCG,STN_MONT,38.14387,-121.90889,grab_surface,2020-10-07,10:57:00,variable,0,BSA,Eucapsis microscopica,24340,48680.1,8762.4,0.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-07,11:18:00,variable,0,BSA,Actinocyclus sp.,184,184,284983.4,16.7,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-07,11:18:00,variable,0,BSA,Nitzschia cf. acicularis,184,184,28628.5,77.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-07,11:18:00,variable,0,BSA,Nitzschia sp.,184,184,5298.8,14.8,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-07,11:18:00,variable,0,BSA,cf. Thalassiosira sp.,92,92,5202.1,4.5,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-07,11:18:00,variable,0,BSA,cf. Tryblionella sp.,92,92,891416,31.7,Good,NA
SMSCG,STN_609,38.16719444,-121.938,grab_surface,2020-10-07,11:18:00,variable,0,BSA,Eucapsis microscopica,36613.6,73227.1,13180.9,0.8,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-10-08,11:23:00,variable,0,BSA,Gyrosigma sp.,69.7,69.7,163890.7,118.5,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-10-08,11:23:00,variable,0,BSA,Plagioselmis nannoplanctica,348.5,348.5,110463.1,11.1,Good,NA
SMSCG,FMWT_605,38.14853,-122.05738,grab_surface,2020-10-08,11:23:00,variable,0,BSA,Eucapsis microscopica,27598.2,55196.3,9935.3,0.8,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Actinocyclus sp.,30.7,30.7,264345,28,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Bacillaria sp.,61.3,61.3,67032.9,109.3,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Cyclotella sp.,61.3,61.3,63220.3,13,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Entomoneis paludosa,30.7,30.7,572110.7,48.2,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Gyrosigma sp.,184,184,543628.5,133.3,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Navicula antonii,30.7,30.7,22156.4,22.2,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Planothidium incuriatum,30.7,30.7,24052.7,24.1,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Tryblionella persuadens,30.7,30.7,52708.8,25.9,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Cryptomonas marssonii,30.7,30.7,13358.5,13,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Chroococcus sp.,61.3,92,8920.3,6,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Eucapsis microscopica,10027.3,20054.7,3609.8,0.8,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Eucapsis sp.,30.7,61.3,256.9,2,BadData,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-08,13:47:00,variable,0,BSA,Euglena viridis,30.7,30.7,86313.3,38.9,BadData,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Actinocyclus sp.,76.7,76.7,2198662,41.7,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Cocconeis placentula,76.7,76.7,227231.7,37,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Cyclotella sp.,230,230,26884.9,6.3,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Gyrosigma sp.,76.7,76.7,682435.1,144.5,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Melosira sp.,76.7,76.7,1293604.3,27.8,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Nitzschia alpina,153.3,153.3,12764.1,18.5,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Nitzschia palea,76.7,76.7,14588,27.8,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Nitzschia sociabilis,76.7,76.7,7658.5,22.2,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,cf. Stauroneis sp.,76.7,76.7,329096.1,31.1,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,cf. Thalassiosira sp.,383.3,383.3,55701.3,7.4,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Chroococcus sp.,230,230,5618.3,4,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-12,07:00:00,variable,0,BSA,Eucapsis microscopica,29744.7,59489.4,10708.1,0.8,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-10-21,07:54:00,variable,0,BSA,Cocconeis placentula,143.7,143.7,130324.1,22.2,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-10-21,07:54:00,variable,0,BSA,Cyclotella gamma,143.7,143.7,2363588.7,31.5,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-10-21,07:54:00,variable,0,BSA,Gyrosigma sp.,143.7,143.7,248169.9,87,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-10-21,07:54:00,variable,0,BSA,Nitzschia sp.,143.7,143.7,6254.4,11.1,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-10-21,07:54:00,variable,0,BSA,Tryblionella cf. compressa,143.7,143.7,176480.5,18.5,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-10-21,07:54:00,variable,0,BSA,Chroococcus sp.,1724.9,2156.1,124851,5.6,Good,NA
SMSCG,FMWT_706,38.0903,-121.74,grab_surface,2020-10-21,07:54:00,variable,0,BSA,Eucapsis microscopica,55340.1,110680.1,19922.4,0.8,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Actinocyclus sp.,54.8,54.8,235270.8,22.2,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Cocconeis placentula,54.8,54.8,27926.6,19.5,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Cyclotella sp.,54.8,54.8,63233.2,13,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Gyrosigma sp.,109.5,109.5,422197.5,146.3,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Nitzschia cf. soratensis,54.8,54.8,810.4,7.4,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,cf. Thalassiosira sp.,54.8,54.8,4990.2,5.6,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Plagioselmis nannoplanctica,54.8,54.8,24162,10.2,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Chroococcus sp.,273.8,273.8,8503.8,4.5,Good,NA
SMSCG,FMWT_704,38.07087,-121.77892,grab_surface,2020-10-21,08:12:00,variable,0,BSA,Eucapsis microscopica,21355.7,42711.4,7688.1,0.8,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Gyrosigma sp.,71.9,71.9,273328.2,138.9,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Lindavia sp.,71.9,71.9,51465.5,11.1,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Nitzschia cf. soratensis,71.9,71.9,1437.4,10,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Chlorella sp.,71.9,71.9,6608.6,5.6,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Cryptomonas marssonii,71.9,71.9,16256.6,12,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Plagioselmis nannoplanctica,143.7,143.7,49146.2,9.3,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Chroococcus sp.,575,934.3,44578.8,4.5,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Eucapsis microscopica,27741.9,55483.8,9987.1,0.8,Good,NA
SMSCG,FMWT_802,38.03528,-121.83875,grab_surface,2020-10-21,08:37:00,variable,0,BSA,Euglena viridis,71.9,71.9,237143.8,38.9,Good,NA
SMSCG,STN_610,38.11880556,-121.8891944,grab_surface,2020-10-21,09:43:00,variable,0,BSA,cf. Cyclotella sp.,164.3,164.3,406416,15,Good,NA
